id,question,answer_body,question_answer_id,bot_id,answer_id
3128852,海外保険傷害保険申請書はどこで手続きできるの？,海外赴任時の手続き書類　⇒　名古屋THRへ,13411,13,6837
3128853,役員のコーポレートカードは個人の口座から引き落としされるの？,"TS3カード（役員法人カード）
個人の口座ではなく、会社の口座から引き落としされる。",13412,13,6838
3128854,海外出張中に病院に行った場合の精算方法は？,"コーポレートカード（自己申請）を使用し、基本的に自己負担。歯科はカードの保険対象外
＊TTCライブラリー「コーポカード加入徹底」を参照下さい。
https://twins-a3.toyotsu.co.jp/AP0103/KeijiPub.nsf/vwDocNo-Link-Teikei/GG004032?OpenDocument",13413,13,6839
3128855,海外出張者は、なぜコーポレートカード加入するの？,"海外出張者はコーポレートカードに必ず加入して下さい。

海外出張中に重篤な病気を患った場合、怪我をした場合に備え、海外旅行傷害保険付帯のコーポレートカードにご加入いただきます様お願い致します。

＜コーポレートカードに加入いただきたい理由＞
1.海外では、治療費や日本への移送費など、高額な費用が発生しますが、これらが付帯保険でカバーされます。
2.万一の際にはカードに付属する保険会社との交渉が随時必要となりますが、個人で保険に加入している場合と比べ、保険会社とのやりとりをスムーズに
　進めることが可能になります。

＜コーポレートカード保有対象者＞
豊田通商役員、社員

なお、コーポレートカードに加入できない方（出向受入、派遣社員等）はこちら⇒　https://twins-a3.toyotsu.co.jp/AP0103/KeijiPub.nsf/vwDocNo-Link-Teikei/GG004032?OpenDocument",13414,13,6840
3128856,出向受入者や派遣社員は、コーポレートカード加入できないが、海外出張時の保険はどうなるの？,"＜コーポレートカードに加入できない方（出向受入、派遣社員など）＞
何らかの理由により、コーポレートカードに加入できない場合は、
以下のいずれかの方法で、300万円までの疾病・傷害治療保険を
必ずカバーするようにして下さい。
1.出向元、派遣元会社が付与している保険を利用
2.個人のクレジットカード付帯の保険を利用
3.疾病・傷害治療保険への加入
　 ※各治療の補償額：300万円までの保険を主管部にて精算して下さい
　 ※上記以外は「個人負担」となりますので、予めご了承下さい

---------------------------------------------------------
人事部にも確認しましたが、ご自身で契約していただいた
海外旅行傷害保険料の精算は、TTCライブラリーでご案内しているとおり、
治療費用についての保険300万円までの保険料のみとなります。
それ以外については、個人負担となります。

今回のご契約内容は、治療費用も1000万円となっており、
また、それ以外の保障も含まれていますので、
治療費用300万円についての保険料がわかるものを
添付してください。

もし、保険料の明細がなければ、見積書等を出していただき、
添付していただけますか。

保険第二部へ確認下さい。",13415,13,6841
3128857,初めての出張だが、語学研修生として渡航していた場合、支度金は支給されますか？,"支度金支給対象外です。（人事部確認済）

すでに「はじめての出張」ということで、
本日、承認されてしまっていますが、
本日のデータ送信（17：45）までに、
「初めての海外出張ですか？」を“いいえ”に変更すれば、
支度金対象外にすることができます。（通常の金額訂正等と同じ）
",13416,13,6842
3128858,"海外出張2件申請したところ、初めての出張なのに「支度金」が支給されないのは何故？
●Ａ・・・支度金あり（7/29〜8/4）と
●Ｂ・・・支度金なし（8/26〜9/8）の２つ申請が同日にあったため","立替精算で支払処理をお願いします。
今回のような場合は、
1. 「Ａ・・・支度金あり」の申請を先に承認し、
2. 翌日以降、「Ｂ・・・支度金なし」の申請を承認してください。
※同日処理しないこと！",13417,13,6843
3128859,出向受入者の海外出張支度金は支給される？,"出向受入者は部署の了承があれば、GLよりメール依頼をいただく。
支度金6万円の振込をした時に、出張中止の場合の対応を明記して返信する
出向受入・一般派遣・嘱託は支度金を出す画面が出ない
→基本は支給しない（別のマニュアル参照）",13418,13,6844
3128860,国内出向者の支度金について,"出向者が初めての海外出張に行く場合、
TTC負担でも出向先負担でも、支度金は支給されます。
負担先は主管部署となります。
（支度金は、TTC用務の場合も出向先用務の場合も、
　主管部負担となります。）

処理としては、海外出張システムの出張申請を提出して下さい。
出向者の出張申請の場合、TTC負担か出向先負担かを
選択するようになっていますので、今回は、出向先負担として申請して下さい。
（出向先負担として申請しても、支度金は主管部負担となります）",13419,13,6845
3128861,仮出金はいくらまで？,"仮出金は原則、日当相当額を上限とします。
仮出金については、最終精算時に相殺されることになりますので、
剰余となった場合は、給与天引となります。
長期出張で、仮出金が多い場合注意！
（長期出張の場合は、一ヶ月毎の精算が原則になっています）",13420,13,6846
3128862,"海外からの出向者は、ある一定期間経過すると一時帰国でき、出張精算がはどうやるの？
","出張申請は「0（ｾﾞﾛ）」で申請してください。　
添付ファイルがないとエラーになるので、何か添付してください。
会社付保のため出張申請する。
【99Q****】の出向受入が多い。",13421,13,6847
3128863,"海外からの出向者が出向受入解除となった時の帰国旅費は？
","・出向受入協定書に、どちらの会社の負担になるのか決めている。

・TTC負担で支払う場合は、「9161：海外旅費」で処理。
　担当は、柄本さん。",13422,13,6848
3128864,国内出向者の承認先・申請先は？,"国内出向者は、名古屋管轄となり名古屋で承認。
申請画面の左上に申請先が（名古屋申請）と表示されるので、
そこでご本人に確認していただければ間違いないです。",13423,13,6849
3128865,国内出向者で、出向先100％負担の場合,"会社付保のため、ＴＴＣの出張申請も必要
（出向先で保険に加入しており、ダブル保険となる場合は申請不要）

出張申請した場合は・・・
精算届の特記事項欄に「出向先負担」と明記いただき、ゼロ精算する。",13424,13,6850
3128866,"ゲストハウスに泊まった場合の宿泊費
友人宅等で、宿泊費が確定できない場合や、機中泊の場合・・","機中泊・知人宅同様、20ドル
※役員の場合、機中泊は80ドル
※役員の内規あり
役員の機中泊・日当額確認",13425,13,6851
3128867,車中泊→ホテルデイユースの場合、両方請求することができるか？,"どちらかしか付ける事ができない。
通常、デイユースのほうを精算する",13426,13,6852
3128868,取引先手配の宿泊があった場合、20ドルをつけることができるか？,お土産等あると考えられるため、つけてきた人はそのまま精算する,13427,13,6853
3128869,"国内出張規定にものっていないので確認したいのですが
海外出張のフライトが東京発であったため東京へ移動し、前泊した場合
国内の日当は申請しないという理解であってるか？
","東京へ移動した日とフライト日が異なる場合、
東京への移動日については、日当は支給されます。

海外旅費規程第8条「国内旅費規程との関連」をご確認ください。
『出発日以前及び内地到着日以降の交通費・宿泊費は国内旅費規程による。但し、到着日及び出発日の日当は本規程により支給する。』
",13428,13,6854
3128870,"名古屋本社勤務の方で、出張期間：9/5〜9/8フライトの関係で、羽田空港に、9/8の23:00に到着。
東京で一泊し、翌日（9/9）に名古屋へ帰着した場合の帰国日は？




","所属店出発日・所属店帰国日を入力してください。（会社付保のため）
・帰国日は、9/9　（海外出張期間は、9/5〜9/9）

東京での一泊は、国内出張規定で処理して下さい。
・9/8の東京宿泊・9/9の日当は、国内出張ｼｽﾃﾑで処理

※注意：　
9/9の日当分は、国内出張ｼｽﾃﾑに入力されるので、海外出張費用計算書の日当は、9/5〜9/8までとなり、9/9の海外出張日当はつきません。
　　　　　　　　　",13429,13,6855
3128871,国内出張と同様に、海外出張時の宿泊費の上限はありますか？,"国によっても違うので、上限設定はしていません。
上長承認の実費精算としていますが、高い金額の場合は確認させていただいています。
もし、高い金額になりそうな場合は、事前に人事部に確認していただき、計算書にその旨ご記入ください。",13430,13,6856
3128872,"現地で、主催者側から参加日当<US$1,100ドル>を現金で受け取った。
交通費も含まれていますが、出張処理は何か必要ですか？",海外出張費用計算書に、マイナス金額で記載し差額を精算して下さい。,13431,13,6857
3128873,海外出張が人事研修の一環であるが、日当は支給されますか？,"支給します。研修だからと海外出張の日当が支給されないというルールはありません。
（国内出張は会社主催の集合研修は日当支給なし）",13432,13,6858
3128874,機中泊の考え方は？,"【出張日数−１日＝宿泊日数】の範囲内で考えます。
同日にホテル宿泊がある場合は、機中泊かホテル代かどちらかを選択して下さい。
フライトの関係でアーリーチェックイン・レイトチェックアウト、デイユース、空港内シャワー等を利用する場合、ルームチャージ実費支給。機中泊分はなし。",13433,13,6859
3128875,出張期間が１ヶ月延びた場合はどこへ連絡すればいいの？,"THRにて出張期間を修正しますので、THR各拠店の担当へ連絡して下さい。
実際の保険適用期間は精算届を提出した時に確定となります。",13434,13,6860
3128876,朝食代・クリーニング代（ランドリー代）は個人負担ですか？,"朝食代・Ｍｉｎｉ Ｂａｒ・ｸﾘｰﾆﾝｸﾞ代は、個人負担です。
宿泊代に含まれてしまっていて明細に掲載されない場合は、精算可。Ex）Ｂ＆Ｂ",13435,13,6861
3128877,"すでに精算済みの宿泊費で、カード引き落としが無いため
確認したら、現法で負担してくれていたことがわかった。
返金したいが、どう処理したらよいですか？",【過払返金処理】給与天引きしますので、THRへ連絡して下さい,13436,13,6862
3128878,"7月出発のエアチケット代を6月に購入。ＪＭＢ振替えではなく、旅行会社に請求書を発行してもらえば、6月計上できますか？
","7月出発のエアチケット代は、使用年月が「7月」のため
経費支払処理でも6月計上できません。",13438,13,6864
3128879,四半期決算月の処理について、教えて下さい。,"決算月の締め切りについて
　 4〜6月、7〜9月、10〜12月、1〜3月

〜〜  ex. ６月計上の場合  〜〜
■海外出張システム
　計算書の提出は、7/1午前中が締め切りです。
　7/2定時までにTHRで承認されたものが、６月計上となります。

※但し、帰国日が7/1以降のものは、7/2に最終承認しても７月計上になります。
※SAP『転記日について』は、逆に、6月帰国日分を7月計上にしたい場合は承認してしまうと6月計上になるため承認できません。
　
■経費支払・立替精算
7/3承認までが６月計上となります。伝票の提出は、7/1定時が締め切りです。
締め切り後の提出については、システム同様対応してください。
　
決算月に、掲示板にて締め切りについて掲載しますので、ご確認ください。",13439,13,6865
3128880,決算月をまたぐ出張時に、決算月分のみ先に計上したい場合は？,"途中精算となるので、海外出張システムではなく、立替精算（ＳＡＰ）となります。
もし領収書がコピーしかない場合は、後で差し替えとなりますので、最後の精算は、海外出張システムで行う。",13440,13,6866
3128881,"決算月に、出発日未定（4月以降の予定）の航空券を3月計上したいが
可能ですか？",上記のように、指定旅行代理店手配の航空券しか入手できないため、出発日が未定（来期)のものは今期に処理できません。なお、オープンチケットは購入できません。,13441,13,6867
3128882,年末年始の海外出張システムは？,"年末年始の出張旅費システム

2010/12/25〜2010/1/4は、THR承認はできますが、
ホストへのデータ送信はされません。
その間に承認されたデータについては、
1/5に承認されたものと同じタイミングで
ホストへ送信されますので、ご留意ください。

★右上に押印する日付印は、年始（2011/01/05）の日付を押すこと！",13442,13,6868
3128883,旅費交通費（宿泊費・日当）は、上海現法負担の場合の処理は？,"日当支給日数：　０日間
立替金合計：　　　　０円　（ゼロ精算）
システムの特記事項に、『旅費交通費（宿泊費・日当）は上海現法負担』と入力。これで、処理してください。",13443,13,6869
3128884,ハンドキャリーについて知りたい。,問い合わせ先：　ライブラリー掲載　物流部 ﾘｽｸﾏﾈｼﾞﾒﾝﾄＧ,13444,13,6870
3128885,予防接種の要・不要の判断は？,"TTCライブラリーに掲載している「海外安全ハンドブック」を参照。 
※要・不要は、本人判断としています。",13445,13,6871
3128886,"海外出張の際の予防接種（国内発生分）を収入印紙で
支払った場合の勘定科目は？","支払方法に関係なく、
A9199： 厚生費　雑口（課税）　海外出張の際の予防接種（国内発生分）
A9197：
　　　　",13446,13,6872
3128887,海外出張時の勤務表の入力は？,"ＴＴＣライブラリー「ワークルールハンドブック」に掲載されていますので確認下さい。
勤務表担当者へ聞いてください！

勤務管理システムでは、「海外出張」とチェックするボタンがあり、
「9:00〜17:45」自動入力され、みなし労働となります。
残業した場合は、上長が認めれば申請可。

日本のカレンダーで入力する。
日本の休日に現地で仕事をしたら、その日は休日出勤又は振替出勤扱いになります。
現地が稼動日なら、その日が日本の休日であっても仕事をするのが通常と考えます。",13447,13,6873
3128888,同一国長期出張の183日ルール（タイは180日）は？,TTCライブラリー掲載のこちらをご確認下さい。https://twins-a3.toyotsu.co.jp/AP0103/KeijiPub.nsf/vwDocNo-Link-Teikei/GG004981?OpenDocument,13448,13,6874
3128889,"長期（１ヶ月以上）の海外出張の場合は、精算はどうするの？
","原則、1ヶ月ごとに途中精算することになります。
途中精算する際に、通常の出張システムで精算してしまうと、帰国したことになってしまいます。
そのため、通常通り、海外出張費用計算書を作成したら、部署の方に計算書をメールで送付いただき、SAPの立替精算処理をして下さい。（国内の交際費等について立替精算するときと同じです）
また、領収書は必ずオリジナルを添付となりますので、部署宛に郵送してください。

「立替精算依頼書」に費用計算書と領収書を添付の上、ＴＨＲ各拠店の担当まで提出して下さい。

帰国された際は、最終の精算のため、通常通り、海外出張システムの精算届を作成して下さい。精算届作成時の出張期間は、実際の出発日・帰国日となりますが、
日当支給日数は、途中精算した日数を引いてください。
※タイの180日ルールについては、1-12月累計です。",13450,13,6876
3128890,指定旅行代理店は？,"TTCライブラリーにて掲載している、契約旅行代理店４社（トヨタツーリスト、阪急交通社、エヌオーイー、 ＭＯツーリスト）となります。　　　　　　　　　　　　　　　　　　　　　　　　　　　　
契約以外の代理店を利用したい場合は、人事部労務厚生室に直接相談して下さい。
",13451,13,6877
3128891,ビザ手続きは？,各部署で旅行代理店に直接依頼してください。,13452,13,6878
3128892,"退職後に、未精算が発覚したが、どうしたらよいか？
海外出張システムは、「精算届作成待」状態です。","部署の方に、立替金精算で処理して下さい。後日、立替金口座へ振り込みます。

部署の方に連絡し、計算書をもとにSAPの立替精算依頼書を作成して下さい。
派遣さんも退職後1〜2ヶ月くらいは、立替金口座の登録は、そのまま入金できますので、今月中の処理であれば、問題ありません。

出張届は、「出張中止」処理して下さい。

保険部に、未精算で退職したため、中止処理したことと、実際の出張期間を連絡してください。
",13453,13,6879
3128893,"豊田通商から関連会社へ転籍のため、2月末日で豊田通商を退職となるが、退職後の精算方法と振込はどうなりますか？
（海外出張の帰国日が「2月末日」、出張申請＆上長承認が「2月末日」完了）
2月末日分として夜間処理には間に合いますが、実際振り込む際には、退職しています。
","２月末日で退職されるので、翌日以降は、TWINSが利用できなくなります。
そのため、海外出張精算は、最終日までに必ず、システム申請していただく必要があります。
立替金口座のデータは、すぐには削除されませんので、承認は、退職日以降でも大丈夫です。ただ、いつまでも振込可能ではありませんので、早めに最終承認をして下さい。
１週間くらいを目処にしてもらえばいいかと思いますが、出向受入れと派遣は、削除のタイミングが早いようです。
退職日に必ず精算申請していただくようお願いします。",13454,13,6880
3128894,出張中止となったがどうすればよいか。,出張申請の最終承認後に電子申請「出張中止」をして下さい。,13455,13,6881
3128895,"出張申請をし、精算届を開けてしまったが・・・
実際は、出張中止になった場合、システム上、「ドラフト保存中」で残ってしまっている。",精算届を開ける（帰国したとシステムは認識される）と、「出張中止」というボタンはなく処理できません。→THRにてシスコムへデータ削除のメンテナンス依頼をしますので、THR各拠店の担当へ連絡して下さい。,13456,13,6882
3128896,"帰国日を過ぎると、「精算届けを出してください」と精算するまで督促メールが届く。
帰国日が延長になり、帰国日を修正したのですが、まだ督促メールが届くのは何故ですか？","豊通シスコムへ確認して下さい。

■お問い合わせ内容
出張届承認完了した後、帰国延長となった為、人事部にて帰国日を延長を行ったにも関わらず、精算督促メールが送信されている。

■原因について
精算督促メール送信判定は、以下の仕組みとなっています。
　・初回（出張届の帰国日より７日経過後、送信）
　・２回目以降（初回送信日より７日経過後、送信）

■対応について
初回送信をされていない状態に、当方にてデータコンバートすることで督促メールをストップすることが可能です。（申し訳ありませんがメンテナンス依頼書が必要となりますので、THR各拠店担当へ連絡して下さい。

",13457,13,6883
3128897,海外出張料金計算書のマクロが自動的に無効になるのはなぜ？,"エクセルのセキュリティレベルが『高』に設定されていると、マクロは自動的に無効になってしまいます。
マクロを有効にするかどうかのメッセージが表示されない場合は、
セキュリティレベルを『中』にして下さい。
セキュリティレベルは、エクセルの 「ツール」 → 「マクロ」 → 「セキュリティ」 で確認・設定できます。
",13458,13,6884
3128898,"海外出張料金計算書がマクロ設定で開かないのですが、どのようにしたら宜しいでしょうか？

","現在のTTCの標準PCは、WindowsXP/Office2003となっています。
そのため、Windows7・8/Office2010では、不具合が生じることがあります。

申し訳ありませんが、うまく作動しない場合は、offce2003をご利用下さい。
",13459,13,6885
3128899,エラーが発生して、出張申請が出来ません！,"ご利用いただいたＯＳ，インターネットエクスプローラのバージョンを確認してください。
海外出張旅費の動作保障環境としましては、Windows Xp + IE6となっています。
エラーの内容から、おそらくIE10をご使用されたと推測いたしますが、上記環境以外では思わぬ動作をする場合があります。
",13460,13,6886
3128900,海外出張中に、身内にご不幸があり、帰国する際の料金は？,業務命令で帰国するわけではないので、個人負担となります。,13461,13,6887
3128901,"海外駐在員の海外出張旅費を、日本の部署で負担して処理をしたい。
SAPの立替金精算で処理してくれますか？","駐在員の立替金精算は、現地処理です。
",13462,13,6888
3128902,"会議で「昼食代＋会議室使用料」が人数で按分された領収書のため
それぞれの明細金額は無く、詳細がわからない",A9295：　賃借料,13463,13,6889
3128903,航空保険特別料金（非課税）の勘定科目,A9161：　海外旅費,13464,13,6890
3128904,現行、通貨の一覧あるの？,http://ja.wikipedia.org/wiki/%E7%8F%BE%E8%A1%8C%E9%80%9A%E8%B2%A8%E3%81%AE%E4%B8%80%E8%A6%A7,13465,13,6891
3128905,承認者を変更したいがどうすればいい？,ＧＬ⇒出張申請を提出した方が変更できます。部長⇒出張申請を提出した方は変更できません。※この場合は、ＧＬに変更いただく。,13466,13,6892
3128906,お土産に対する関税の勘定科目は？,9311：海外諸税,13467,13,6893
3128907,役員出張規程は、TWINS掲載とは別にあるの？,内規があります,13468,13,6894
3128908,海外出張申請ルートについて、承認者を変更したいがどうしたらよいか？,電子申請の一つ前の人が変更可能です。例えば、承認者（GL）を変更したい場合は、提出者本人が変更、部長を変更したい場合は、承認者GLが変更可能です。,13469,13,6895
3128909,申請していた出張期間が変更になった、どうすればいいの？,各拠店のTHRへ連絡（メール可）して下さい。,13470,13,6896
3128910,海外出張申請したが、料金負担はなし（0円）でも、計算書は提出するの？,0円で提出して下さい,13471,13,6897
3128911,"長期出張で日当のみ途中精算したいとき
その場合の「帰国日」は？「レート」は？","長期出張の場合は、1ヵ月毎の精算が原則です。
電子申請は帰国するまで精算せず、立替金精算（ＳＡＰ）にて処理して下さい。
摘要欄に「出張No.」と「途中精算」と記入いただき、
日当分の費用計算書を添付

ｅｘ）3/1〜4/23の長期出張で、3月分を途中精算する場合
　　SAPに添付する計算書の帰国日は、3/31
　　そのレートは、3/31のレート
　　精算期間対象の最終日のレート",13472,13,6898
3128912,海外出張時に黄熱病の予防接種を現地で受けた。外貨で支払ったが精算はどのようにしたらよいか？,費用計算書で精算して下さい。勘定科目は9197厚生費となり、費用計算書では（その他）を選択して下さい。,13473,13,6899
3128913,勘定科目（その他）が2科目以上あり、電子申請できないがどうして？,その他欄は1科目しかできません。SAP立替金精算にて別途処理して下さい。,13474,13,6900
3128914,名古屋に宿泊をともなう研修に参加したが、その際の日当は支給されるか,会社主催の研修であれば支給しないが、外部主催であれば支給される,13475,13,6901
3128915,過去の出張旅費精算書（電子申請）が見たい。,THR各拠店担当へご連絡下さい,13476,13,6902
3128916,健康保険証を紛失したが、再発行されるまでにどれくらい時間かかるの？,再発行願い書を提出後、1週間前後かかる。,13477,13,6903
3128917,海外赴任中で印鑑がない場合、健康保険の被扶養者異動届の押印は？,海外赴任中は、押印はなくても可,13478,13,6904
3128918,扶養配偶者が就職したので扶養からはずす場合、国民年金第3号届出は必要か？,不要です。就職先で年金加入すると自動的に第3号は喪失となります。,13479,13,6905
3128919,高年齢者雇用継続給付金の受給までにどれくらい時間かかるの？,弁護士法人クローバーにてハローワークへ手続きをしてから、1～2週間かかります。,13480,13,6906
3128920,退職し失業保険手続きをしたいが、「離職票」はいつ送ってくれるの？,東京のみ2〜3週間かかる。退職説明時に案内しているが、委託先の弁護士法人ｸﾛｰﾊﾞｰから退職後の住所へ送ります。,13481,13,6907
3128921,受け取った健康保険証の生年月日が違う,クローバーへ提出した「扶養異動届」を確認し、本人記載事項に誤りある場合は再作成のうえ再提出いただきますので、メールにて弁護士法人クローバーへ連絡して下さい。,13482,13,6908
3128922,子供が生まれたので健康保険証がほしい,TWNIS「TTCﾗｲﾌﾞﾗﾘｰ」→「扶養」で検索のうえ、「扶養異動届」を委託先の弁護士法人クローバーへ提出して下さい。,13483,13,6909
3128923,健康保険証を紛失した,"TWNIS「TTCﾗｲﾌﾞﾗﾘｰ」を確認し、委託先の弁護士法人クローバーへ関係書類を提出して下さい。
https://twins-a3.toyotsu.co.jp/AP0103/KeijiPub.nsf/vwDocNo-Link-Teikei/T000818?OpenDocument",13484,13,6910
3128924,すぐに病院へ行きたいが保険証を忘れた、どうすればいいの？,仮証を発行しますので、各拠店のTHR担当へ連絡してください。,13485,13,6911
3128925,保険証が盗まれた,"TWNIS「TTCﾗｲﾌﾞﾗﾘｰ」を確認し、委託先の弁護士法人クローバーへ関係書類を提出して下さい。
https://twins-a3.toyotsu.co.jp/AP0103/KeijiPub.nsf/vwDocNo-Link-Teikei/T000818?OpenDocument",13486,13,6910
3128926,保険証の印字が薄くなった,"TWNIS「TTCﾗｲﾌﾞﾗﾘｰ」を確認し、委託先の弁護士法人クローバーへ関係書類を提出して下さい。
https://twins-a3.toyotsu.co.jp/AP0103/KeijiPub.nsf/vwDocNo-Link-Teikei/T000818?OpenDocument",13487,13,6910
3128927,年金手帳の基礎年金番号が知りたい,委託先の弁護士法人ｸﾛｰﾊﾞｰ（clover@pp.toyota-tsusho.com）名古屋本社内へ依頼下さい。,13488,13,6912
3128928,雇用保険の番号が知りたい,委託先の弁護士法人ｸﾛｰﾊﾞｰ（clover@pp.toyota-tsusho.com）名古屋本社内へ依頼下さい。,13489,13,6912
3128929,雇用保険被保険者証のコピーがほしい,委託先の弁護士法人ｸﾛｰﾊﾞｰ（clover@pp.toyota-tsusho.com）名古屋本社内へ依頼下さい。,13490,13,6912
3128930,年金手帳って会社にあるの？,会社で保管しています。委託先の弁護士法人ｸﾛｰﾊﾞｰ（clover@pp.toyota-tsusho.com）名古屋本社内へ依頼下さい。,13491,13,6913
3128931,ハローワーク（職安）へ教育訓練給付金を申請したいが、雇用保険番号と事業主印はどこへ依頼するの？,委託先の弁護士法人ｸﾛｰﾊﾞｰ（clover@pp.toyota-tsusho.com）名古屋本社内へ依頼下さい。,13492,13,6912
3128932,扶養してる妻の年金手帳は会社で保管してる？,保管していません。保管しているのは社員本人分のみです。,13493,13,6914
3128933,給与明細に記載されている扶養人数が違っている？,"平成23年分の所得税から扶養控除が次のとおり改正。
「一般の扶養親族のうち、年齢が16歳未満の人に対する扶養控除（38万円）が廃止」
これは、0歳から15歳までが児童手当の補助金対象としたことで、その財源を確保する意味合いでこの年齢層の所得税上の扶養控除は廃止となったものです。
よって16歳になったときにあらためて所得税の扶養対象となります。
",13494,13,6915
3128934,給与明細に記載されている扶養人数ってなに？,所得税法上の扶養人数となります。16歳未満は含まれていないので、健保の扶養人数とは異なります。,13495,13,6916
3128935,過去年分の源泉徴収票を再発行してもらいたいけど、東京でも発行可能か？,可能です。東京THR/東京人事G担当へ連絡して下さい。,13496,13,6917
3128936,自己都合退職する予定だが、退職金試算はしてもらえる？,毎年4月給与明細に退職累計ポイントが記載されていますので、退職規程をもとに計算して下さい。,13497,13,6918
3128937,役所発行の「住民税決定通知書」が欲しい。,THR名古屋/給与担当へ依頼して下さい。,13498,13,6919
3128938,診療室利用の「領収証」が欲しい,東京THR/東京人事G担当へご連絡して下さい。,13499,13,6920
3128939,源泉徴収票が欲しいが受信したメールを削除してしまった、再発行できるか？,再発行可能。名古屋THR/給与担当Gへ依頼して下さい。,13500,13,6921
3128940,28年分の源泉徴収票が送れらてこないが、いつもらえるの？,28年分よりメール配信に変更しました。28年12月23日のTTC/TWINS登録のアドレスをご確認下さい。,13501,13,6922
3128941,源泉徴収票がメール配信されたが、確定申告に使えるのか？,使えます。帳票下段に「公的書類として有効」と記載あり。,13502,13,6923
3128942,自分のマイナンバーを教えてほしい,ご自身で住民票のある役所にて、マイナンバー表記ありの住民票をとれば確認できます。,13503,13,6924
3128943,引越して通勤費が変わるが、いつまでに通勤費申請するの？,公共交通機関利用の場合は1ヵ月の定期代を支給します（当月1日〜月末の1ヵ月分が、当月給与にて支給される）、住所届も変更して下さい,13504,13,6925
3128944,過去分（昨年度以前）の源泉徴収票を発行してほしい,名古屋THR給与担当へ依頼して下さい。（お急ぎの場合は東京でも対応します）,13505,13,6926
3128945,保育園入所に伴う役所へ提出するため、証明書（勤務/育休）が欲しい,名古屋THR/厚生G担当へ依頼して下さい。,13506,13,6927
3128946,傷病積立有休の残日数はどこで確認できるの？,"直近の勤務表の残余有休休暇閲覧で確認できます。
※就業規則第49条（傷病休暇）
勤続3年目以上の社員は、毎年4/1に失権する年次有給休暇を傷病休暇引当として積み立てることができます。但し、次の積立日数を限度。勤続3年目（10日）、4年目（25日）、5〜10年目（30日）、11年目以降（50日）
",13507,13,6928
3128947,健康保険の出産育児一時金/付加金はいくら支給されるの？,"出産育児一時金420,000円+健保独自の付加金30,000円が支給されます。",13508,13,6929
3128948,健康保険の出産育児一時金/付加金の申請手続きは？,医療機関で「直接支払制度」（健保が医療機関に一時金を支払う方法）を申請して下さい。差額は別途振り込まれます。,13509,13,6930
3128949,育児休暇を数日間取得したが、男性社員も「復帰面談」はあるの？,原則はありません。但し、長期間（1ヵ月以上）の場合は面談します。,13510,13,6931
3128950,産前産後および育児休業期間は、里帰り出産するなど一時的に所在地が変わる場合は？,"TWINSの「TTCライブラリー」→「住所変更届」で申請して下さい。
なお、海外の場合は、郵送物が受け取れる日本の住所（実家等）を申請して下さい。（産前産後休業中は問題ないが、育休期間は給付金申請があります）",13511,13,6932
3128951,育児休業終了予定日の変更は1回だけか？,原則１回に限り、終了予定日を繰下げ変更できます。（育児休業第9条）,13512,13,6933
3128952,妻の出産に伴い、慶弔休暇（2日）取らずに育児休暇取得しても良いの？,良い。但し、慶弔休暇は有給だが、育児休業は無給となります。,13513,13,6934
3128953,育児休業に伴い、雇用保険給付金申請書類は、いつごろ、誰から案内されるの？,育児休業開始月初めに、申請書類が委託先（クローバー）よりご自宅へ郵送されます。,13514,13,6935
3128954,育休開始したら、無給になったら、国から給付金でるの？,育児休業開始日より約2ヵ月後に雇用保険の育児休業給付金が支給されます。手続き関係書類は弁護士法人クローバーより自宅へ郵送します。,13515,13,6936
3128955,育児休業中だが、1年齢を過ぎても保育園に入所できないので、雇用保険給付金延長申請する場合、関係書類はなにが必要なの？,入所申込書（写し）、役所発行の保育所「入所不承諾通知書」が必要となります。,13516,13,6937
3128956,保育園入所について役所に問い合わせしたところ、定員超過などで入所が難しいと言われたので、入所手続きしなかったが、雇用保険給付金の延長はできるの？,延長はできません。なお、入所手続きは、市区町村により申込受付日が異なるので注意（例えば、毎月1日が入所希望）が必要です。ご自身で役所へ確認して下さい。,13517,13,6938
3128957,育休中（無給）の住民税は自分で振り込むと聞いたが、給与明細書で確認できるの？,育休中は給与は無給になるため、住民税はTTCが立て替えて役所へ納付しています。毎月ご自身でWEB「給与明細書」にて確認のうえ、TTC口座へ振り込んで下さい。,13518,13,6939
3128958,休職中はTWINS見られるの？,可能です。定期的にメールチェックしていただき、パスワード変更もおこなって下さい。,13519,13,6940
3128959,産前産後休暇、育児休業中の勤怠システムの休暇申請は自分でやるの？,不要です。産前産後/育児休業休暇申請書（傷病休暇積立充当分を含む）を提出いただければ、THRにて代理申請します。,13520,13,6941
3128960,育休（産休）中に社内研修受講は可能か？,可能です。育児（介護）休業期間中においても、本人の希望に基づき、社内研修の受講の機会を制度として導入しています。　　但し、母性保護の観点から産前産後休暇中はできません。,13521,13,6942
3128961,産前/産後/育児休暇を申請したいが、出産予定日には上長が変わるが、誰に申請するのか？,申請時の所属長へ申請して下さい。,13523,13,6944
3128962,育休中の持株会の給与天引きはどうなるの？,無給月より持株会は休止となります。復職後、名古屋THR担当へ再開の申請をお願いします。,13524,13,6945
3128963,急遽、TTC社内TOEIC検定が当日受験できなくなった。,研修イベント受講画面上でキャンセル処理をしてください。（本人がキャンセル処理できない状況の場合はこちらで『代理キャンセル』処理をする。）,13525,13,6946
